payment_id,order_id,settlement_id,amount_paise,fee_paise,tax_paise,settled_amount_paise,method,currency,status,captured_at,refund_ids
pay_00028DpxWnRXzv,order_00028HRqryUvIl,setl_00003RNfRT8LjI,233833,4443,800,228590,netbanking,INR,captured,2026-08-21T17:49:01+05:30,
pay_000296Q4EmT2mm,order_00029pMjg5PPMV,setl_00003RNfRT8LjI,230395,0,0,230395,upi,INR,captured,2026-08-21T17:49:52+05:30,
pay_000302JrlVFyUh,order_00030GA6cv1WCh,setl_00003RNfRT8LjI,209064,3972,715,204377,netbanking,INR,captured,2026-08-21T22:17:10+05:30,
pay_00031nKuLqIoDM,order_00031wEnRx0rli,setl_00003RNfRT8LjI,82206,0,0,82206,upi,INR,captured,2026-08-22T05:27:46+05:30,
pay_00032XTDaAi3NH,order_00032tEp1cgknp,setl_00003RNfRT8LjI,179846,0,0,179846,upi,INR,captured,2026-08-22T05:30:37+05:30,
pay_00033I5pbh17mJ,order_00033OkWwPET3x,setl_00003RNfRT8LjI,148096,0,0,148096,upi,INR,captured,2026-08-22T08:06:08+05:30,
pay_000345ALz4evtO,order_00034SLy3W6UGB,setl_00003RNfRT8LjI,123928,2479,446,121003,card,INR,captured,2026-08-22T17:22:45+05:30,
pay_00035P6Rekgd2I,order_00035byVfqjO2t,setl_00003RNfRT8LjI,112778,2256,406,110116,card,INR,captured,2026-08-22T18:13:04+05:30,
pay_00036kcw41C15I,order_00036i6HKCU2AN,setl_00003RNfRT8LjI,114413,0,0,114413,upi,INR,captured,2026-08-22T18:31:05+05:30,
pay_00037XBwqsaY0v,order_00037Da56DaAso,setl_00003RNfRT8LjI,206262,0,0,206262,upi,INR,captured,2026-08-22T19:48:34+05:30,
pay_00038IykTyxqAo,order_00038V4YQrUYz0,setl_00003RNfRT8LjI,129432,0,0,129432,upi,INR,captured,2026-08-22T20:22:15+05:30,
pay_00039MqMlbdHlg,order_00039qSTojEvtX,setl_00003RNfRT8LjI,108929,2179,392,106358,card,INR,captured,2026-08-22T20:52:48+05:30,
pay_0004007dWeDl0Y,order_00040ZhVpVBTcC,setl_00003RNfRT8LjI,88319,0,0,88319,upi,INR,captured,2026-08-22T21:43:15+05:30,
pay_00041QtuNc6GpN,order_00041m31nhNukr,setl_00004mMpC1Ha2o,134643,0,0,134643,upi,INR,captured,2026-08-23T00:41:25+05:30,
pay_00042KQQjVpEQu,order_000428VdwjHgEt,setl_00004mMpC1Ha2o,82340,1235,222,80883,wallet,INR,captured,2026-08-23T01:48:36+05:30,
pay_00043wi3EBsRll,order_00043vTrZ4Iejs,setl_00004mMpC1Ha2o,85597,1712,308,83577,card,INR,captured,2026-08-23T07:12:10+05:30,
pay_00044Nxlb1WoSO,order_00044HyGEIMuNg,setl_00004mMpC1Ha2o,199034,0,0,199034,upi,INR,captured,2026-08-23T08:25:20+05:30,
pay_00045mEgJZOGRp,order_00045wLe5mE3eX,setl_00004mMpC1Ha2o,126829,2410,434,123985,netbanking,INR,captured,2026-08-23T08:52:13+05:30,
pay_00046XdMGTZenG,order_00046goxlOJ6II,setl_00004mMpC1Ha2o,189039,3781,681,184577,card,INR,captured,2026-08-23T09:11:09+05:30,
pay_00047AgXIFOHL5,order_000473I90zNZuo,setl_00004mMpC1Ha2o,200250,4005,721,195524,card,INR,captured,2026-08-23T11:39:13+05:30,
pay_00048p7ByT8KG9,order_00048ssn1bYQrI,setl_00004mMpC1Ha2o,224241,4261,767,219213,netbanking,INR,captured,2026-08-23T12:03:50+05:30,
pay_00049q3ppsJJne,order_00049uDE3RYfNc,setl_00002Q4COfFlK3,173233,0,0,173233,upi,INR,captured,2026-08-20T03:02:46+05:30,
pay_00050A5hVU05NN,order_00050dGtJuRjP9,setl_00002Q4COfFlK3,171207,3253,586,167368,netbanking,INR,captured,2026-08-19T08:41:56+05:30,
pay_00051AWjuDUHqy,order_00051ARVDmyJI9,setl_00001UKG2WGBZc,283730,8512,1532,273686,card,USD,captured,2026-08-17T21:07:09+05:30,
pay_00052bs9M9BjcY,order_00052Wu5fPAvtK,setl_00001UKG2WGBZc,123266,2465,444,120357,emi,INR,captured,2026-08-17T13:13:01+05:30,
pay_00053mxU0gd651,order_00052Wu5fPAvtK,setl_00001UKG2WGBZc,123266,2465,444,120357,emi,INR,captured,2026-08-18T13:13:01+05:30,
pay_00054YaRgBbmHm,order_00052Wu5fPAvtK,setl_00002Q4COfFlK3,123265,2465,444,120356,emi,INR,captured,2026-08-19T13:13:01+05:30,
pay_000556eOP4wgs2,order_00053x4GpdmRqC,setl_00001UKG2WGBZc,84820,1696,305,82819,card,INR,captured,2026-08-18T04:35:06+05:30,
pay_00056x8FS4ELfm,order_00053x4GpdmRqC,setl_00001UKG2WGBZc,84820,1696,305,82819,card,INR,captured,2026-08-18T04:35:11+05:30,
pay_000575sEUbQws9,order_000548rdpy9966,setl_00003RNfRT8LjI,85633,0,0,85633,upi,INR,captured,2026-08-21T15:45:39+05:30,
pay_00058Ofx7LMooj,order_0005584uHmiHX1,setl_00002Q4COfFlK3,150000,0,0,150000,upi,INR,captured,2026-08-19T17:12:44+05:30,
pay_00059tRGi98i54,order_00056tI6ht2TV2,setl_00002Q4COfFlK3,150000,0,0,150000,upi,INR,captured,2026-08-19T19:12:44+05:30,
pay_00060glVLqJooQ,order_00057wQDFLSx0E,,174632,3493,629,170510,card,INR,refunded,2026-08-19T16:43:58+05:30,rfnd_00001ilbVaqzU9
